Title: Gale2013MORB-7

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
5000.00 1573.15 100.130519 0.9903547198171745 0.991840 275.220153 -1197030.943211 36.822489 -188.663673 2419.871440 149.287949 -7.247 0.000 2.715205 3.214054 2.251 0 0.000
5000.00 1568.15 100.130262 0.9822236076660512 0.984953 274.537907 -1198097.750909 36.773172 -187.838719 2410.212048 148.990841 -7.296 0.000 2.715370 3.216905 2.285 0 0.000
5000.00 1563.15 100.129984 0.9741886341879519 0.978143 273.857963 -1199157.171335 36.724418 -187.025891 2400.663482 148.697631 -7.346 0.000 2.715501 3.219779 2.319 0 0.000
5000.00 1558.15 100.129684 0.9662420821348469 0.971402 273.180083 -1200209.578752 36.676186 -186.224346 2391.218598 148.408046 -7.396 0.000 2.715599 3.222673 2.354 0 0.000
5000.00 1553.15 100.129362 0.9583762672320796 0.964724 272.504024 -1201255.340329 36.628441 -185.433256 2381.870311 148.121815 -7.447 0.000 2.715663 3.225588 2.389 0 0.000
5000.00 1548.15 100.129014 0.9505835214087811 0.958104 271.829550 -1202294.817021 36.581144 -184.651804 2372.611585 147.838668 -7.498 0.000 2.715690 3.228521 2.424 0 0.000
5000.00 1543.15 100.128640 0.9428561764469938 0.951535 271.156423 -1203328.364435 36.534259 -183.879185 2363.435412 147.558332 -7.549 0.000 2.715680 3.231471 2.460 0 0.000
5000.00 1538.15 100.128238 0.9351865477388995 0.945011 270.484405 -1204356.333689 36.487749 -183.114601 2354.334807 147.280532 -7.600 0.000 2.715632 3.234435 2.496 0 0.000
5000.00 1533.15 100.127807 0.9275669177778463 0.938525 269.813258 -1205379.072289 36.441575 -182.357266 2345.302795 147.004991 -7.652 0.000 2.715544 3.237412 2.532 0 0.000
5000.00 1528.15 100.126021 0.8961660861680317 0.911769 268.608663 -1207193.789856 36.300927 -178.935785 2308.496989 145.903804 -7.704 0.000 2.711021 3.245998 2.603 0 0.000
5000.00 1523.15 100.125360 0.8827250857555488 0.900266 267.788463 -1208433.062397 36.228687 -177.545857 2292.887582 145.420241 -7.757 0.000 2.709854 3.249789 2.650 0 0.000
5000.00 1518.15 100.124689 0.8682703160078124 0.887865 266.937661 -1209714.606909 36.151409 -176.055661 2276.235716 144.899319 -7.810 0.000 2.708469 3.253564 2.699 0 0.000
5000.00 1513.15 100.124034 0.8525760673320222 0.874360 266.048760 -1211049.915873 36.067909 -174.443882 2258.312949 144.332303 -7.863 0.000 2.706826 3.257291 2.751 0 0.000
5000.00 1508.15 100.122706 0.8162141384556118 0.840257 264.685688 -1213084.226699 35.941085 -169.608023 2212.411878 143.166691 -7.917 0.000 2.706036 3.205021 2.803 0 0.000
5000.00 1503.15 100.119796 0.7407546266134205 0.766257 262.456296 -1216388.458258 35.742345 -158.403520 2113.023741 140.909919 -7.970 0.000 2.707926 3.106771 2.845 0 0.000
5000.00 1498.15 100.117019 0.6744088506485638 0.700556 260.445983 -1219355.227041 35.565336 -148.481280 2026.317860 138.939549 -8.025 0.000 2.709950 3.060822 2.885 0 0.000
5000.00 1493.15 100.114352 0.6155510043928120 0.641765 258.615853 -1222044.446196 35.406337 -139.616731 1949.936124 137.203208 -8.079 0.000 2.712086 3.034490 2.924 0 0.000
5000.00 1488.15 100.111773 0.5629550648458056 0.588826 256.936284 -1224501.721774 35.262479 -131.642560 1882.109069 135.661102 -8.134 0.000 2.714306 3.017679 2.961 0 0.000
5000.00 1483.15 100.109269 0.5156847094942010 0.540928 255.384479 -1226762.149131 35.131554 -124.432149 1821.487297 134.282649 -8.190 0.000 2.716577 3.006242 2.997 0 0.000
5000.00 1478.15 100.106825 0.4730150802097897 0.497435 253.945383 -1228849.078078 35.011856 -117.888072 1767.025179 130.891719 -8.245 0.000 2.718864 2.998156 3.032 0 0.000
5000.00 1473.15 100.104432 0.4343653113162320 0.457834 252.605914 -1230782.723419 34.902037 -111.932046 1717.885456 129.932852 -8.302 0.000 2.721134 2.992307 3.066 0 0.000
5000.00 1468.15 100.102194 0.3993293245673049 0.421797 251.343727 -1232598.839575 34.800356 -106.527839 1673.469948 129.062972 -8.358 0.000 2.723249 2.988245 3.102 0 0.000
5000.00 1463.15 100.100004 0.3674870226739463 0.388920 250.155302 -1234301.445107 34.706690 -101.601234 1633.126512 128.274316 -8.415 0.000 2.725229 2.985328 3.138 0 0.000
5000.00 1458.15 100.097850 0.3385594335582204 0.358952 249.034310 -1235900.273035 34.620473 -97.114519 1596.443346 127.558541 -8.472 0.000 2.727032 2.983267 3.174 0 0.000
5000.00 1453.15 100.095728 0.3123219202003231 0.331695 247.975211 -1237403.998889 34.541208 -93.038406 1563.088709 126.908578 -8.530 0.000 2.728611 2.981868 3.212 0 0.000
