Title: Gale2013MORB-7

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
5000.00 1573.15 100.142598 1.0000000000000000 1.000000 275.656634 -1188881.353981 36.444025 -179.446264 2510.048145 150.251493 -7.247 0.000 2.747847 0.000000 1.940 0 0.000
5000.00 1568.15 100.142748 1.0000000000000000 1.000000 275.178652 -1189634.739599 36.431599 -179.500016 2510.109904 150.252261 -7.296 0.000 2.748788 0.000000 1.960 0 0.000
5000.00 1563.15 100.142903 1.0000000000000000 1.000000 274.699149 -1190388.209273 36.419177 -179.553921 2510.173877 150.253056 -7.346 0.000 2.749730 0.000000 1.980 0 0.000
5000.00 1558.15 100.143064 1.0000000000000000 1.000000 274.218115 -1191141.764535 36.406758 -179.607985 2510.240095 150.253880 -7.396 0.000 2.750672 0.000000 2.000 0 0.000
5000.00 1553.15 100.143230 1.0000000000000000 1.000000 273.735540 -1191895.406951 36.394343 -179.662211 2510.308593 150.254732 -7.447 0.000 2.751615 0.000000 2.020 0 0.000
5000.00 1548.15 100.143402 1.0000000000000000 1.000000 273.251415 -1192649.138116 36.381932 -179.716604 2510.379404 150.255612 -7.498 0.000 2.752559 0.000000 2.040 0 0.000
5000.00 1543.15 100.143579 1.0000000000000000 1.000000 272.765728 -1193402.959662 36.369525 -179.771170 2510.452562 150.256522 -7.549 0.000 2.753503 0.000000 2.060 0 0.000
5000.00 1538.15 100.143731 0.9704145191114972 0.974610 271.416896 -1195483.512240 36.214093 -176.690305 2480.532618 149.134801 -7.600 0.000 2.753420 3.222285 2.102 0 0.000
5000.00 1533.15 100.144071 0.9393591962140742 0.947794 270.029505 -1197620.145937 36.051837 -173.449919 2448.440217 147.959481 -7.652 0.000 2.753059 3.226585 2.146 0 0.000
5000.00 1528.15 100.144601 0.9096869881354366 0.922018 268.686814 -1199684.858851 35.896575 -170.351158 2417.057022 146.838862 -7.704 0.000 2.752500 3.230935 2.192 0 0.000
5000.00 1523.15 100.145310 0.8812795018541532 0.897201 267.385223 -1201683.395471 35.747741 -167.380601 2386.285469 145.768384 -7.757 0.000 2.751731 3.235333 2.238 0 0.000
5000.00 1518.15 100.145753 0.8336751272991380 0.852460 265.652080 -1204326.176440 35.568865 -161.313030 2327.868834 144.160880 -7.810 0.000 2.753503 3.174017 2.270 0 0.000
5000.00 1513.15 100.145540 0.7640153194186001 0.784221 263.445610 -1207666.561920 35.358839 -151.540916 2237.757689 141.956882 -7.863 0.000 2.759291 3.097472 2.278 0 0.000
5000.00 1508.15 100.145179 0.6989714421053261 0.719679 261.384426 -1210773.783234 35.165178 -142.244176 2152.996073 139.924365 -7.917 0.000 2.765908 3.058226 2.281 0 0.000
5000.00 1503.15 100.144736 0.6381867858410476 0.658659 259.453104 -1213673.697348 34.986088 -133.401485 2073.274508 138.047608 -7.970 0.000 2.773448 3.034090 2.277 0 0.000
5000.00 1498.15 100.144275 0.5815712224741672 0.601228 257.642643 -1216382.271561 34.820455 -125.031645 1998.616506 136.318760 -8.025 0.000 2.781988 3.017788 2.267 0 0.000
5000.00 1493.15 100.143850 0.5290770566116854 0.547482 255.945746 -1218912.615331 34.667340 -117.158676 1929.069985 134.731332 -8.079 0.000 2.791600 3.006197 2.251 0 0.000
5000.00 1488.15 100.143502 0.4805689536690875 0.497406 254.354242 -1221278.769232 34.525720 -109.789949 1864.528089 133.276708 -8.134 0.000 2.802368 2.997714 2.226 0 0.000
5000.00 1483.15 100.143257 0.4358045032722327 0.450856 252.858719 -1223496.223568 34.394477 -102.911788 1804.707162 131.943849 -8.190 0.000 2.814409 2.991411 2.194 0 0.000
5000.00 1478.15 100.143147 0.3943229301086861 0.407443 251.446527 -1225585.251628 34.272257 -96.471238 1748.944500 129.418999 -8.245 0.000 2.827900 2.986684 2.153 0 0.000
5000.00 1473.15 100.143320 0.3550287466225311 0.366122 250.084150 -1227598.809792 34.156707 -90.315131 1695.382486 128.417527 -8.302 0.000 2.843045 2.983188 2.102 0 0.000
5000.00 1468.15 100.143657 0.3186593714966381 0.327699 248.789538 -1229508.817558 34.048375 -84.577032 1645.413337 127.494627 -8.358 0.000 2.860079 2.980766 2.041 0 0.000
5000.00 1463.15 100.144152 0.2848242953450257 0.291811 247.552900 -1231330.233569 33.946303 -79.204375 1598.475707 126.638695 -8.415 0.000 2.879445 2.979179 1.966 0 0.000
5000.00 1458.15 100.144803 0.2532198217324871 0.258173 246.366483 -1233074.898536 33.849760 -74.156885 1554.129662 125.840550 -8.472 0.000 2.901748 2.978262 1.877 0 0.000
5000.00 1453.15 100.145613 0.2236433903705428 0.226607 245.224802 -1234751.334604 33.758242 -69.410866 1512.066867 125.093388 -8.530 0.000 2.927751 2.977922 1.769 0 0.000
5000.00 1448.15 100.146605 0.1960569725659503 0.197122 244.125989 -1236363.145944 33.671529 -64.974277 1472.166549 124.393392 -8.588 0.000 2.958153 2.978167 1.641 0 0.000
5000.00 1443.15 100.147858 0.1698458927417374 0.169225 243.058159 -1237929.304030 33.586318 -60.841703 1433.477539 123.700652 -8.646 0.000 2.992743 2.979577 1.502 0 0.000
5000.00 1438.15 100.149548 0.1460094861837275 0.144088 242.042171 -1239423.232840 33.504890 -57.187275 1396.927122 123.041257 -8.705 0.000 3.028967 2.982391 1.364 0 0.000
5000.00 1433.15 100.151747 0.1251866843482893 0.122439 241.092205 -1240826.332436 33.429200 -54.106888 1363.375813 122.444123 -8.765 0.000 3.063169 2.986556 1.238 0 0.000
5000.00 1428.15 100.154354 0.1070040707630402 0.103856 240.201889 -1242146.584944 33.358784 -51.531408 1332.210748 121.889612 -8.824 0.000 3.093331 2.991793 1.132 0 0.000
5000.00 1423.15 100.157172 0.0910247776739590 0.087783 239.362772 -1243393.102529 33.293477 -49.358786 1303.374280 121.380069 -8.885 0.000 3.119395 2.997623 1.044 0 0.000
5000.00 1418.15 100.159984 0.0770605998175572 0.073916 238.571905 -1244566.719848 33.233781 -47.522728 1277.085361 120.917960 -8.945 0.000 3.142030 3.003566 0.968 0 0.000
5000.00 1413.15 100.162598 0.0651063714818977 0.062158 237.830378 -1245662.972607 33.180486 -45.990692 1253.790091 120.508920 -9.006 0.000 3.161924 3.009229 0.901 0 0.000
5000.00 1408.15 100.164562 0.0537910927363646 0.051143 237.101010 -1246726.700872 33.132030 -44.602038 1231.339450 120.112589 -9.067 0.000 3.179717 3.014758 0.840 0 0.000
5000.00 1403.15 100.162203 0.0307237147862749 0.029132 236.035832 -1248182.242687 33.068426 -42.103537 1186.749949 119.330718 -9.129 0.000 3.194384 3.023973 0.806 0 0.000
5000.00 1398.15 100.157258 0.0113360003923801 0.010743 235.047613 -1249478.883309 33.013118 -40.023460 1147.548896 118.657983 -9.192 0.000 3.201352 3.032044 0.785 0 0.000
