Title: Gale2013MORB

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
5000.00 1573.15 99.399075 1.0000000000000000 1.000000 278.544290 -1179858.946275 36.775398 -221.295896 2911.439964 149.410719 -7.247 0.000 2.702869 0.000000 1.866 0.0225487 0.000
5000.00 1563.15 99.399374 1.0000000000000000 1.000000 277.592169 -1181357.300154 36.746535 -221.088029 2910.715353 149.408687 -7.346 0.000 2.705000 0.000000 1.905 0.0225371 0.000
5000.00 1553.15 99.399695 1.0000000000000000 1.000000 276.633982 -1182855.954951 36.717695 -220.881659 2909.966412 149.406792 -7.447 0.000 2.707133 0.000000 1.944 0.0225267 0.000
5000.00 1543.15 99.400037 1.0000000000000000 1.000000 275.669650 -1184354.923381 36.688880 -220.676824 2909.193405 149.405038 -7.549 0.000 2.709269 0.000000 1.984 0.0225175 0.000
5000.00 1533.15 99.400402 1.0000000000000000 1.000000 274.699090 -1185854.218688 36.660089 -220.473563 2908.396607 149.403427 -7.652 0.000 2.711406 0.000000 2.024 0.0225095 0.000
5000.00 1523.15 99.400791 1.0000000000000000 1.000000 273.722219 -1187353.854670 36.631325 -220.271919 2907.576305 149.401964 -7.757 0.000 2.713546 0.000000 2.065 0.0225029 0.000
5000.00 1513.15 99.400328 0.9492316364720858 0.957013 271.311550 -1191004.612161 36.363052 -214.721524 2854.242502 147.491629 -7.863 0.000 2.711327 3.228356 2.142 0.0241409 0.000
5000.00 1503.15 94.354770 0.9483022411141492 0.956363 256.878765 -1130887.153014 34.541379 -208.105021 2733.669275 139.573995 -7.970 0.000 2.708620 3.236262 2.222 0.0259062 0.000
5000.00 1493.15 89.477986 0.9512460225293795 0.959009 243.091019 -1072686.487375 32.801474 -202.101471 2620.451337 132.075021 -8.079 0.000 2.705782 3.244513 2.304 0.0276596 0.000
5000.00 1483.15 85.116992 0.9539775130921159 0.961463 230.745233 -1020808.995755 31.246748 -196.719064 2518.551460 125.380912 -8.190 0.000 2.702821 3.253107 2.387 0.0293959 0.000
5000.00 1473.15 81.201281 0.9536655596763372 0.960854 219.606346 -974442.854692 29.849512 -191.475637 2423.012543 116.330527 -8.302 0.000 2.700003 3.219928 2.468 0.0313128 0.000
5000.00 1463.15 77.440625 0.9177556692305993 0.923991 208.363144 -930579.967441 28.477980 -181.369425 2290.429148 109.993599 -8.415 0.000 2.700964 2.942411 2.503 0.0363189 0.000
5000.00 1453.15 71.072387 0.9119544379659177 0.917883 190.880206 -850822.000799 26.132779 -169.482897 2134.396392 100.551135 -8.530 0.000 2.702098 2.916016 2.529 0.0426285 0.000
