Title: Gale2013MORB-0

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
5000.00 1573.15 100.130941 1.0000000000000000 1.000000 275.724568 -1198253.583294 36.743535 -185.249726 2472.027135 150.021835 -7.247 0.000 2.725131 0.000000 2.120 0 0.000
5000.00 1568.15 100.131079 1.0000000000000000 1.000000 275.247285 -1199005.653357 36.731289 -185.349312 2472.083965 150.022542 -7.296 0.000 2.726043 0.000000 2.141 0 0.000
5000.00 1563.15 100.131222 1.0000000000000000 1.000000 274.768484 -1199757.800872 36.719046 -185.449039 2472.142831 150.023274 -7.346 0.000 2.726956 0.000000 2.161 0 0.000
5000.00 1558.15 100.131370 1.0000000000000000 1.000000 274.288153 -1200510.027251 36.706807 -185.548911 2472.203764 150.024032 -7.396 0.000 2.727869 0.000000 2.182 0 0.000
5000.00 1553.15 100.131522 1.0000000000000000 1.000000 273.806283 -1201262.333938 36.694572 -185.648933 2472.266795 150.024816 -7.447 0.000 2.728783 0.000000 2.203 0 0.000
5000.00 1548.15 100.131680 1.0000000000000000 1.000000 273.322864 -1202014.722404 36.682340 -185.749109 2472.331954 150.025626 -7.498 0.000 2.729697 0.000000 2.224 0 0.000
5000.00 1543.15 100.131844 1.0000000000000000 1.000000 272.837886 -1202767.194154 36.670111 -185.849444 2472.399274 150.026463 -7.549 0.000 2.730612 0.000000 2.245 0 0.000
5000.00 1538.15 100.131683 0.9871635333359232 0.989097 271.993801 -1204064.129222 36.596957 -184.558259 2459.122669 149.545528 -7.600 0.000 2.730718 3.221212 2.279 0 0.000
5000.00 1533.15 100.131297 0.9585714100646815 0.964707 270.703104 -1206039.103396 36.448575 -181.576781 2429.405372 148.471851 -7.652 0.000 2.729721 3.224794 2.330 0 0.000
5000.00 1528.15 100.131118 0.9309810371303454 0.941041 269.437563 -1207972.862991 36.304830 -178.712837 2400.391422 147.436052 -7.704 0.000 2.728582 3.228661 2.383 0 0.000
5000.00 1523.15 100.131114 0.9044728697485297 0.918185 268.202540 -1209856.936223 36.166310 -175.967997 2372.066372 146.442011 -7.757 0.000 2.727282 3.232664 2.436 0 0.000
5000.00 1518.15 100.131270 0.8790197895727719 0.896134 266.998511 -1211690.571147 36.032973 -173.335982 2344.370446 145.489009 -7.810 0.000 2.725809 3.236753 2.490 0 0.000
5000.00 1513.15 100.130708 0.8252682631669438 0.845248 265.166912 -1214455.650561 35.850666 -166.140892 2276.899074 143.741063 -7.863 0.000 2.726975 3.153590 2.531 0 0.000
5000.00 1508.15 100.129208 0.7489055118868895 0.770473 262.866919 -1217903.049727 35.634962 -155.087134 2177.300745 141.390605 -7.917 0.000 2.731205 3.073883 2.554 0 0.000
5000.00 1503.15 100.127592 0.6785700021261286 0.700694 260.739487 -1221077.090549 35.439085 -144.718226 2085.239893 139.255507 -7.970 0.000 2.736137 3.034182 2.572 0 0.000
5000.00 1498.15 100.125998 0.6143698650820711 0.636267 258.773882 -1223998.057584 35.262078 -135.101576 2000.987296 137.329640 -8.025 0.000 2.741761 3.010420 2.585 0 0.000
5000.00 1493.15 100.124519 0.5564799938440663 0.577616 256.963529 -1226679.118210 35.102343 -126.326608 1925.001898 135.607951 -8.079 0.000 2.747988 2.995089 2.593 0 0.000
5000.00 1488.15 100.123142 0.5045309454788239 0.524564 255.297012 -1229138.569154 34.957480 -118.383503 1856.972228 134.072936 -8.134 0.000 2.754761 2.984823 2.597 0 0.000
5000.00 1483.15 100.121852 0.4575655025924924 0.476269 253.750505 -1231412.973428 34.825024 -111.145784 1795.553692 132.693010 -8.190 0.000 2.762092 2.977671 2.596 0 0.000
5000.00 1478.15 100.120635 0.4148415721667141 0.432074 252.307554 -1233527.630422 34.703095 -104.515604 1739.699323 129.810907 -8.245 0.000 2.769997 2.972605 2.591 0 0.000
5000.00 1473.15 100.119472 0.3757650870418197 0.391445 250.954067 -1235504.061909 34.590219 -98.414274 1688.570226 128.833491 -8.302 0.000 2.778505 2.969021 2.582 0 0.000
5000.00 1468.15 100.118346 0.3398868555117435 0.353978 249.675059 -1237364.877034 34.485309 -92.783147 1641.528276 127.940560 -8.358 0.000 2.787643 2.966545 2.568 0 0.000
5000.00 1463.15 100.117237 0.3068660821596431 0.319371 248.462039 -1239122.894838 34.387572 -87.578481 1598.087537 127.121604 -8.415 0.000 2.797442 2.964926 2.549 0 0.000
5000.00 1458.15 100.116119 0.2764487037761591 0.287397 247.308645 -1240787.623658 34.296457 -82.768478 1557.886192 126.368602 -8.472 0.000 2.807932 2.963989 2.525 0 0.000
5000.00 1453.15 100.114964 0.2484564233445558 0.257904 246.210386 -1242365.683787 34.211627 -78.331958 1520.672617 125.675645 -8.530 0.000 2.819142 2.963599 2.496 0 0.000
5000.00 1448.15 100.113740 0.2227783191093215 0.230803 245.164436 -1243861.146290 34.132931 -74.257370 1486.294464 125.038658 -8.588 0.000 2.831080 2.963652 2.461 0 0.000
5000.00 1443.15 100.112412 0.1993620621480907 0.206061 244.169432 -1245275.911908 34.060374 -70.541717 1454.685676 124.455093 -8.646 0.000 2.843715 2.964062 2.420 0 0.000
5000.00 1438.15 100.110951 0.1781868950938964 0.183677 243.224913 -1246610.619218 33.994012 -67.187609 1425.829859 123.922874 -8.705 0.000 2.856930 2.964765 2.375 0 0.000
5000.00 1433.15 100.109269 0.1586034045623431 0.163038 242.319540 -1247880.494450 33.931385 -64.153384 1399.110193 123.411121 -8.765 0.000 2.870097 2.965976 2.337 0 0.000
5000.00 1428.15 100.107472 0.1415059234800940 0.145049 241.469733 -1249064.305169 33.875753 -61.521490 1375.275547 122.952715 -8.824 0.000 2.882956 2.967382 2.300 0 0.000
5000.00 1423.15 100.105587 0.1268019510776088 0.129625 240.673498 -1250165.980934 33.826812 -59.280190 1354.274400 122.547968 -8.885 0.000 2.894910 2.968954 2.265 0 0.000
