Title: Gale2013MORB-6

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
5000.00 1573.15 100.147933 1.0000000000000000 1.000000 275.588900 -1184277.012204 36.607287 -184.340211 2466.540516 149.219851 -7.247 0.000 2.735738 0.000000 2.084 0 0.000
5000.00 1568.15 100.148089 1.0000000000000000 1.000000 275.114210 -1185025.338160 36.595083 -184.415411 2466.604737 149.220650 -7.296 0.000 2.736654 0.000000 2.104 0 0.000
5000.00 1563.15 100.148250 1.0000000000000000 1.000000 274.638010 -1185773.752025 36.582883 -184.490770 2466.671259 149.221477 -7.346 0.000 2.737571 0.000000 2.124 0 0.000
5000.00 1558.15 100.148417 1.0000000000000000 1.000000 274.160289 -1186522.255400 36.570687 -184.566293 2466.740117 149.222333 -7.396 0.000 2.738489 0.000000 2.145 0 0.000
5000.00 1553.15 100.148590 1.0000000000000000 1.000000 273.681039 -1187270.849921 36.558495 -184.641985 2466.811346 149.223219 -7.447 0.000 2.739407 0.000000 2.166 0 0.000
5000.00 1548.15 100.148768 1.0000000000000000 1.000000 273.200248 -1188019.537258 36.546308 -184.717852 2466.884980 149.224135 -7.498 0.000 2.740325 0.000000 2.186 0 0.000
5000.00 1543.15 100.148953 1.0000000000000000 1.000000 272.717907 -1188768.319115 36.534124 -184.793898 2466.961055 149.225081 -7.549 0.000 2.741244 0.000000 2.207 0 0.000
5000.00 1538.15 100.149068 0.9965345999061568 0.997051 272.135204 -1189667.824916 36.505384 -184.498966 2463.521030 149.095794 -7.600 0.000 2.741985 3.223631 2.232 0 0.000
5000.00 1533.15 100.148729 0.9674652495605116 0.972232 270.821252 -1191679.380915 36.354294 -181.465761 2433.869065 148.004702 -7.652 0.000 2.741291 3.227715 2.281 0 0.000
5000.00 1528.15 100.148589 0.9396734131744009 0.948373 269.544204 -1193631.470372 36.209418 -178.572901 2405.085498 146.963161 -7.704 0.000 2.740444 3.231892 2.331 0 0.000
5000.00 1523.15 100.148629 0.9130721030935506 0.925419 268.302766 -1195526.122954 36.070418 -175.807804 2377.054568 145.968192 -7.757 0.000 2.739430 3.236142 2.382 0 0.000
5000.00 1518.15 100.148837 0.8875725054586450 0.903312 267.094971 -1197366.445624 35.936913 -173.158928 2349.678732 145.016576 -7.810 0.000 2.738238 3.240455 2.434 0 0.000
5000.00 1513.15 100.149202 0.8630912278994130 0.881995 265.918701 -1199155.777781 35.808527 -170.615943 2322.875480 144.105212 -7.863 0.000 2.736855 3.244820 2.487 0 0.000
5000.00 1508.15 100.148892 0.8142343406296266 0.835499 264.206266 -1201736.363331 35.640727 -164.061841 2261.824671 142.522284 -7.917 0.000 2.738439 3.173191 2.523 0 0.000
5000.00 1503.15 100.147787 0.7476559537912945 0.770024 262.130582 -1204841.680685 35.448588 -154.416936 2175.701546 140.477659 -7.970 0.000 2.743090 3.099936 2.542 0 0.000
5000.00 1498.15 100.146565 0.6852517635698873 0.707940 260.180919 -1207745.419961 35.270581 -145.216723 2094.727655 138.586741 -8.025 0.000 2.748384 3.059948 2.556 0 0.000
5000.00 1493.15 100.145303 0.6272748455753053 0.649667 258.354992 -1210453.658182 35.106191 -136.539801 2019.408710 136.850558 -8.079 0.000 2.754316 3.034973 2.565 0 0.000
5000.00 1488.15 100.144057 0.5737421194937188 0.595377 256.646624 -1212977.854124 34.954482 -128.425573 1949.877679 135.263575 -8.134 0.000 2.760876 3.018175 2.569 0 0.000
5000.00 1483.15 100.142861 0.5244235377140823 0.544967 255.045848 -1215334.574439 34.814180 -120.868825 1885.881640 133.814073 -8.190 0.000 2.768063 3.006360 2.569 0 0.000
5000.00 1478.15 100.141797 0.4783499939919021 0.497552 253.525365 -1217566.794596 34.683345 -113.733695 1825.881299 130.602739 -8.245 0.000 2.775888 2.997659 2.564 0 0.000
5000.00 1473.15 100.140831 0.4358406058209584 0.453552 252.093329 -1219662.681680 34.561286 -107.103503 1770.548657 129.543650 -8.302 0.000 2.784337 2.991399 2.555 0 0.000
5000.00 1468.15 100.139951 0.3964531126900449 0.412579 250.734600 -1221645.138259 34.446781 -100.922214 1719.272889 128.569566 -8.358 0.000 2.793469 2.986895 2.540 0 0.000
5000.00 1463.15 100.139144 0.3597793503067683 0.374261 249.439045 -1223529.562301 34.338827 -95.135586 1671.467833 127.668310 -8.415 0.000 2.803368 2.983698 2.520 0 0.000
5000.00 1458.15 100.138399 0.3254896696781403 0.338298 248.198460 -1225328.325648 34.236639 -89.699682 1626.658046 126.830063 -8.472 0.000 2.814147 2.981508 2.495 0 0.000
5000.00 1453.15 100.137696 0.2933191454337468 0.304447 247.006233 -1227051.266515 34.139624 -84.578985 1584.462033 126.046951 -8.530 0.000 2.825970 2.980108 2.462 0 0.000
5000.00 1448.15 100.137009 0.2630576543438998 0.272512 245.857107 -1228706.013453 34.047356 -79.744967 1544.582399 125.312773 -8.588 0.000 2.839073 2.979332 2.421 0 0.000
5000.00 1443.15 100.136298 0.2345422914404057 0.242340 244.747008 -1230298.187100 33.959575 -75.174844 1506.801767 124.622808 -8.646 0.000 2.853814 2.979038 2.370 0 0.000
5000.00 1438.15 100.135505 0.2076504786640230 0.213812 243.672894 -1231831.527906 33.876178 -70.850247 1470.983540 123.973709 -8.705 0.000 2.870747 2.979092 2.305 0 0.000
5000.00 1433.15 100.134485 0.1815673114215014 0.186114 242.618920 -1233326.531633 33.794585 -66.688144 1436.375166 123.336009 -8.765 0.000 2.890653 2.979585 2.230 0 0.000
5000.00 1428.15 100.133169 0.1567670186787147 0.159727 241.594054 -1234769.396357 33.716735 -62.738404 1403.335831 122.720127 -8.824 0.000 2.914799 2.980298 2.135 0 0.000
5000.00 1423.15 100.131459 0.1338187038657811 0.135233 240.609228 -1236143.066196 33.644967 -59.064131 1372.737281 122.152512 -8.885 0.000 2.945000 2.980986 2.009 0 0.000
5000.00 1418.15 100.129323 0.1132205905643550 0.113219 239.675042 -1237432.329793 33.580580 -55.765345 1345.194651 121.640661 -8.945 0.000 2.981796 2.981758 1.848 0 0.000
5000.00 1413.15 100.127095 0.0960144390129917 0.094961 238.814666 -1238610.847681 33.525102 -53.065492 1321.518068 121.196475 -9.006 0.000 3.019778 2.983153 1.680 0 0.000
5000.00 1408.15 100.125162 0.0825483541361635 0.080915 238.037640 -1239672.751691 33.478374 -51.045877 1301.674143 120.820875 -9.067 0.000 3.051124 2.985426 1.543 0 0.000
5000.00 1403.15 100.123493 0.0719943343596116 0.070118 237.326960 -1240642.215220 33.438593 -49.540210 1284.762794 120.500208 -9.129 0.000 3.074367 2.988208 1.442 0 0.000
5000.00 1398.15 100.121899 0.0556773863874977 0.054374 236.447060 -1241846.446051 33.393056 -47.491084 1250.261887 119.957354 -9.192 0.000 3.070170 2.994152 1.464 0 0.000
5000.00 1393.15 100.119970 0.0432853397622992 0.042389 235.672124 -1242893.928181 33.359172 -45.926514 1223.384784 119.533211 -9.254 0.000 3.064744 2.998463 1.484 0 0.000
5000.00 1388.15 100.117891 0.0342801814237429 0.033620 234.988741 -1243807.570500 33.334039 -44.770125 1203.570841 119.214117 -9.318 0.000 3.062411 3.001423 1.486 0 0.000
5000.00 1383.15 100.115787 0.0274905799148938 0.026965 234.365111 -1244634.581895 33.314473 -43.882555 1188.359118 118.963128 -9.381 0.000 3.063702 3.003552 1.465 0 0.000
5000.00 1378.15 100.113737 0.0222086597364619 0.021758 233.781918 -1245403.611379 33.298543 -43.180486 1176.251985 118.757839 -9.445 0.000 3.068797 3.005166 1.421 0 0.000
5000.00 1373.15 100.111795 0.0179985180782938 0.017590 233.227208 -1246132.476476 33.285040 -42.613262 1166.317558 118.584356 -9.510 0.000 3.077575 3.006461 1.356 0 0.000
5000.00 1368.15 100.108227 0.0122107091768518 0.012065 232.610670 -1246914.616230 33.273632 -41.936836 1152.320922 118.466935 -9.575 0.000 3.045010 3.008191 1.521 0 0.000
5000.00 1363.15 100.103480 0.0058053669283303 0.006136 231.974603 -1247699.787174 33.265212 -41.275916 1135.824015 118.205086 -9.640 0.000 2.846931 3.010256 2.787 0 0.000
5000.00 1358.15 100.099608 0.0025735325821621 0.002776 231.439925 -1248359.210031 33.259254 -40.794859 1128.625174 118.070459 -9.706 0.000 2.789667 3.010289 3.247 0 0.000
5000.00 1353.15 100.096149 0.0001550152460776 0.000169 230.929490 -1248990.404620 33.253783 -40.394971 1123.296721 117.962094 -9.773 0.000 2.755591 3.010111 3.557 0 0.000
5000.00 1348.15 100.095205 0.0000000000000000 0.000000 230.478319 -1249583.211370 33.246918 -40.364425 1121.368537 117.901058 -9.840 0.000 0.000000 3.010661 3.587 0 0.000
5000.00 1343.15 100.094442 0.0000000000000000 0.000000 230.029783 -1250173.406154 33.239929 -40.360187 1119.660450 117.842783 -9.907 0.000 0.000000 3.011271 3.587 0 0.000
5000.00 1338.15 100.093678 0.0000000000000000 0.000000 229.579803 -1250763.268772 33.232940 -40.355924 1117.952137 117.784195 -9.975 0.000 0.000000 3.011882 3.587 0 0.000
5000.00 1333.15 100.092911 0.0000000000000000 0.000000 229.128370 -1251352.797974 33.225949 -40.351636 1116.243595 117.725290 -10.044 0.000 0.000000 3.012492 3.587 0 0.000
5000.00 1328.15 100.092142 0.0000000000000000 0.000000 228.675474 -1251941.992504 33.218956 -40.347321 1114.534816 117.666067 -10.113 0.000 0.000000 3.013103 3.587 0 0.000
5000.00 1323.15 100.091371 0.0000000000000000 0.000000 228.221104 -1252530.851099 33.211961 -40.342980 1112.825796 117.606521 -10.183 0.000 0.000000 3.013715 3.587 0 0.000
5000.00 1318.15 100.090598 0.0000000000000000 0.000000 227.765251 -1253119.372492 33.204964 -40.338613 1111.116528 117.546650 -10.253 0.000 0.000000 3.014326 3.587 0 0.000
5000.00 1313.15 100.089824 0.0000000000000000 0.000000 227.307906 -1253707.555407 33.197965 -40.334220 1109.407008 117.486449 -10.323 0.000 0.000000 3.014938 3.587 0 0.000
5000.00 1308.15 100.089047 0.0000000000000000 0.000000 226.848949 -1254295.539940 33.190960 -40.371752 1118.519166 117.791167 -10.394 0.000 0.000000 3.015551 3.587 0 0.000
5000.00 1303.15 100.088268 0.0000000000000000 0.000000 226.387186 -1254884.871582 33.183903 -40.367406 1116.851047 117.731678 -10.466 0.000 0.000000 3.016169 3.587 0 0.000
5000.00 1298.15 100.087487 0.0000000000000000 0.000000 225.923889 -1255473.867631 33.176844 -40.363042 1115.184177 117.671901 -10.538 0.000 0.000000 3.016788 3.587 0 0.000
5000.00 1293.15 100.086705 0.0000000000000000 0.000000 225.459048 -1256062.527023 33.169782 -40.358660 1113.518721 117.611838 -10.611 0.000 0.000000 3.017406 3.587 0 0.000
5000.00 1288.15 100.085920 0.0000000000000000 0.000000 224.992652 -1256650.848718 33.162717 -40.354261 1111.854859 117.551490 -10.684 0.000 0.000000 3.018025 3.587 0 0.000
5000.00 1283.15 100.085134 0.0000000000000000 0.000000 224.524690 -1257238.831693 33.155650 -40.349847 1110.192777 117.490862 -10.758 0.000 0.000000 3.018645 3.587 0 0.000
